2018-07-12T12:59:45.741,FE,15, 0, 0,9B, 1, 1,    24,mavlink_servo_output_raw_t,time_usec,33487416,servo1_raw,1100,servo2_raw,1100,servo3_raw,1100,servo4_raw,1100,servo5_raw,0,servo6_raw,0,servo7_raw,0,servo8_raw,0,port,0,servo9_raw,0,servo10_raw,0,servo11_raw,0,servo12_raw,0,servo13_raw,0,servo14_raw,0,servo15_raw,0,servo16_raw,0,,sig ,Len,29
2018-07-12T12:59:45.741,FE,16, 0, 0,9C, 1, 1,    23,mavlink_rc_channels_raw_t,time_boot_ms,33487,chan1_raw,1488,chan2_raw,1504,chan3_raw,2016,chan4_raw,1595,chan5_raw,1146,chan6_raw,993,chan7_raw,2016,chan8_raw,1504,port,0,rssi,0,,sig ,Len,30
2018-07-12T12:59:45.741,FE,2A, 0, 0,9D, 1, 1,    41,mavlink_rc_channels_t,time_boot_ms,33487,chan1_raw,1488,chan2_raw,1504,chan3_raw,2016,chan4_raw,1595,chan5_raw,1146,chan6_raw,993,chan7_raw,2016,chan8_raw,1504,chan9_raw,0,chan10_raw,0,chan11_raw,0,chan12_raw,0,chan13_raw,0,chan14_raw,0,chan15_raw,0,chan16_raw,0,chan17_raw,0,chan18_raw,0,chancount,8,rssi,0,,sig ,Len,50
2018-07-12T12:59:45.741,FE,1C, 0, 0,9E, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,33487,roll,0.05275885,pitch,-0.02025134,yaw,1.567454,rollspeed,-0.002460236,pitchspeed,-0.001774373,yawspeed,0.00106257,,sig ,Len,36
2018-07-12T12:59:45.741,FE,18, 0, 0,9F, 1, 1,    B2,mavlink_ahrs2_t,roll,0.05043171,pitch,-0.02228875,yaw,1.572946,altitude,0,lat,0,lng,0,,sig ,Len,32
2018-07-12T12:59:45.741,FE, 6, 0, 0,19,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,81,target_component,50,req_stream_id,3,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.741,FE, 6, 0, 0,1A,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,81,target_component,50,req_stream_id,3,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.741,FE,28, 0, 0,A0, 1, 1,    B6,mavlink_ahrs3_t,roll,0.05275885,pitch,-0.02025134,yaw,1.567454,altitude,0,lat,0,lng,0,v1,0,v2,0,v3,0,v4,0,,sig ,Len,48
2018-07-12T12:59:45.741,FE,1A, 0, 0,A1, 1, 1,    1B,mavlink_raw_imu_t,time_usec,33727493,xacc,-19,yacc,-55,zacc,-951,xgyro,-2,ygyro,-1,zgyro,0,xmag,5,ymag,-181,zmag,206,,sig ,Len,34
2018-07-12T12:59:45.741,FE,16, 0, 0,A2, 1, 1,    74,mavlink_scaled_imu2_t,time_boot_ms,33727,xacc,5,yacc,35,zacc,-869,xgyro,-5,ygyro,-2,zgyro,4,xmag,-178,ymag,-228,zmag,321,,sig ,Len,30
2018-07-12T12:59:45.741,FE, E, 0, 0,A3, 1, 1,    1D,mavlink_scaled_pressure_t,time_boot_ms,33727,press_abs,985.5163,press_diff,0.01164063,temperature,3052,,sig ,Len,22
2018-07-12T12:59:45.742,FE,1F, 0, 0,A4, 1, 1,     1,mavlink_sys_status_t,onboard_control_sensors_present,23199087,onboard_control_sensors_enabled,56728943,onboard_control_sensors_health,23198767,load,384,voltage_battery,0,current_battery,-1,drop_rate_comm,0,errors_comm,0,errors_count1,0,errors_count2,0,errors_count3,0,errors_count4,0,battery_remaining,255,,sig ,Len,39
2018-07-12T12:59:45.742,FE, 6, 0, 0,A5, 1, 1,    7D,mavlink_power_status_t,Vcc,4999,Vservo,24,flags,1,,sig ,Len,14
2018-07-12T12:59:45.742,FE, 4, 0, 0,A6, 1, 1,    98,mavlink_meminfo_t,brkval,0,freemem,43712,freemem32,0,,sig ,Len,12
2018-07-12T12:59:45.742,FE, 2, 0, 0,A7, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,10
2018-07-12T12:59:45.742,FE,1E, 0, 0,A8, 1, 1,    18,mavlink_gps_raw_int_t,time_usec,0,lat,0,lon,0,alt,-17000,eph,9999,epv,9999,vel,0,cog,0,fix_type,1,satellites_visible,0,alt_ellipsoid,0,h_acc,0,v_acc,0,vel_acc,0,hdg_acc,0,,sig ,Len,38
2018-07-12T12:59:45.742,FE,1A, 0, 0,A9, 1, 1,    3E,mavlink_nav_controller_output_t,nav_roll,3.023494,nav_pitch,-1.161931,alt_error,-0.384721,aspd_error,0,xtrack_error,0,nav_bearing,89,target_bearing,0,wp_dist,0,,sig ,Len,34
2018-07-12T12:59:45.742,FE,14, 0, 0,AA, 1, 1,    4A,mavlink_vfr_hud_t,airspeed,0,groundspeed,0.05128489,alt,0.38,climb,0.21,heading,89,throttle,0,,sig ,Len,28
2018-07-12T12:59:45.742,FE,1C, 0, 0,AB, 1, 1,    A3,mavlink_ahrs_t,omegaIx,0.001136368,omegaIy,0.0005677054,omegaIz,-0.0009307828,accel_weight,0,renorm_val,0,error_rp,0.008327815,error_yaw,0.004373502,,sig ,Len,36
2018-07-12T12:59:45.742,FE, 3, 0, 0,AC, 1, 1,    A5,mavlink_hwstatus_t,Vcc,4999,I2Cerr,0,,sig ,Len,11
2018-07-12T12:59:45.742,FE, C, 0, 0,AD, 1, 1,     2,mavlink_system_time_t,time_unix_usec,315964815547000,time_boot_ms,33727,,sig ,Len,20
2018-07-12T12:59:45.742,FE,16, 0, 0,AE, 1, 1,    C1,mavlink_ekf_status_report_t,velocity_variance,0,pos_horiz_variance,0.009032869,pos_vert_variance,0.02148431,compass_variance,0.001836361,terrain_alt_variance,0.04998937,flags,229,,sig ,Len,30
2018-07-12T12:59:45.742,FE,20, 0, 0,AF, 1, 1,    F1,mavlink_vibration_t,time_usec,33728117,vibration_x,0.02479184,vibration_y,0.03633558,vibration_z,0.03800177,clipping_0,0,clipping_1,0,clipping_2,0,,sig ,Len,40
2018-07-12T12:59:45.811,FE, 6, 0, 0,1B,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,2,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.811,FE, 6, 0, 0,1C,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,2,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.812,FE, 6, 0, 0,1D,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,6,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.812,FE, 6, 0, 0,1E,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,6,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.812,FE, 6, 0, 0,1F,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,4,target_system,1,target_component,1,req_stream_id,10,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.813,FE, 6, 0, 0,20,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,4,target_system,1,target_component,1,req_stream_id,10,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.813,FE, 6, 0, 0,21,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,4,target_system,1,target_component,1,req_stream_id,11,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.813,FE, 6, 0, 0,22,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,4,target_system,1,target_component,1,req_stream_id,11,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.813,FE, 6, 0, 0,23,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,12,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.814,FE, 6, 0, 0,24,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,12,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.814,FE, 6, 0, 0,25,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,1,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.814,FE, 6, 0, 0,26,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,1,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.814,FE, 6, 0, 0,27,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,3,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.815,FE, 6, 0, 0,28,FF,BE,    42,mavlink_request_data_stream_t,req_message_rate,2,target_system,1,target_component,1,req_stream_id,3,start_stop,1,,sig ,Len,14
2018-07-12T12:59:45.981,FE, 9, 0, 0,B0, 1, 1,     0,mavlink_heartbeat_t,custom_mode,0,type,2,autopilot,3,base_mode,81,system_status,3,mavlink_version,3,,sig ,Len,17
2018-07-12T12:59:45.984,FE,1C, 0, 0,B1, 1, 1,    21,mavlink_global_position_int_t,time_boot_ms,34027,lat,0,lon,0,alt,400,relative_alt,400,vx,4,vy,1,vz,21,hdg,8981,,sig ,Len,36
2018-07-12T12:59:45.984,FE,15, 0, 0,B2, 1, 1,    24,mavlink_servo_output_raw_t,time_usec,34027499,servo1_raw,1100,servo2_raw,1100,servo3_raw,1100,servo4_raw,1100,servo5_raw,0,servo6_raw,0,servo7_raw,0,servo8_raw,0,port,0,servo9_raw,0,servo10_raw,0,servo11_raw,0,servo12_raw,0,servo13_raw,0,servo14_raw,0,servo15_raw,0,servo16_raw,0,,sig ,Len,29
2018-07-12T12:59:45.984,FE,16, 0, 0,B3, 1, 1,    23,mavlink_rc_channels_raw_t,time_boot_ms,34027,chan1_raw,1488,chan2_raw,1504,chan3_raw,2016,chan4_raw,1596,chan5_raw,1146,chan6_raw,992,chan7_raw,2017,chan8_raw,1503,port,0,rssi,0,,sig ,Len,30
2018-07-12T12:59:45.984,FE,2A, 0, 0,B4, 1, 1,    41,mavlink_rc_channels_t,time_boot_ms,34027,chan1_raw,1488,chan2_raw,1504,chan3_raw,2016,chan4_raw,1596,chan5_raw,1146,chan6_raw,992,chan7_raw,2017,chan8_raw,1503,chan9_raw,0,chan10_raw,0,chan11_raw,0,chan12_raw,0,chan13_raw,0,chan14_raw,0,chan15_raw,0,chan16_raw,0,chan17_raw,0,chan18_raw,0,chancount,8,rssi,0,,sig ,Len,50
2018-07-12T12:59:45.984,FE,1C, 0, 0,B5, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,34027,roll,0.0527178,pitch,-0.02032001,yaw,1.567583,rollspeed,-0.001795432,pitchspeed,-0.001338108,yawspeed,0.0008918636,,sig ,Len,36
2018-07-12T12:59:45.984,FE,18, 0, 0,B6, 1, 1,    B2,mavlink_ahrs2_t,roll,0.05022464,pitch,-0.0224659,yaw,1.573183,altitude,0,lat,0,lng,0,,sig ,Len,32
2018-07-12T12:59:45.984,FE,28, 0, 0,B7, 1, 1,    B6,mavlink_ahrs3_t,roll,0.0527178,pitch,-0.02032001,yaw,1.567583,altitude,0,lat,0,lng,0,v1,0,v2,0,v3,0,v4,0,,sig ,Len,48
2018-07-12T12:59:45.984,FE,1A, 0, 0,B8, 1, 1,    1B,mavlink_raw_imu_t,time_usec,34267418,xacc,-19,yacc,-55,zacc,-951,xgyro,-1,ygyro,0,zgyro,1,xmag,3,ymag,-183,zmag,205,,sig ,Len,34
2018-07-12T12:59:45.984,FE,16, 0, 0,B9, 1, 1,    74,mavlink_scaled_imu2_t,time_boot_ms,34267,xacc,11,yacc,37,zacc,-873,xgyro,1,ygyro,3,zgyro,1,xmag,-177,ymag,-231,zmag,320,,sig ,Len,30
2018-07-12T12:59:45.984,FE, E, 0, 0,BA, 1, 1,    1D,mavlink_scaled_pressure_t,time_boot_ms,34267,press_abs,985.5164,press_diff,0.01171875,temperature,3056,,sig ,Len,22
2018-07-12T12:59:45.984,FE,2A, 0, 0,BB, 1, 1,    96,mavlink_sensor_offsets_t,mag_declination,0,raw_press,98551,raw_temp,3056,gyro_cal_x,0.01400944,gyro_cal_y,0.03285719,gyro_cal_z,-0.006433681,accel_cal_x,0,accel_cal_y,0,accel_cal_z,0,mag_ofs_x,0,mag_ofs_y,0,mag_ofs_z,0,,sig ,Len,50
2018-07-12T12:59:45.984,FE,1F, 0, 0,BC, 1, 1,     1,mavlink_sys_status_t,onboard_control_sensors_present,23199087,onboard_control_sensors_enabled,56728943,onboard_control_sensors_health,23198767,load,358,voltage_battery,0,current_battery,-1,drop_rate_comm,0,errors_comm,0,errors_count1,0,errors_count2,0,errors_count3,0,errors_count4,0,battery_remaining,255,,sig ,Len,39
2018-07-12T12:59:45.984,FE, 6, 0, 0,BD, 1, 1,    7D,mavlink_power_status_t,Vcc,5025,Vservo,24,flags,1,,sig ,Len,14
2018-07-12T12:59:45.984,FE, 4, 0, 0,BE, 1, 1,    98,mavlink_meminfo_t,brkval,0,freemem,43712,freemem32,0,,sig ,Len,12
2018-07-12T12:59:45.984,FE, 2, 0, 0,BF, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,10
2018-07-12T12:59:45.984,FE,1E, 0, 0,C0, 1, 1,    18,mavlink_gps_raw_int_t,time_usec,0,lat,0,lon,0,alt,-17000,eph,9999,epv,9999,vel,0,cog,0,fix_type,1,satellites_visible,0,alt_ellipsoid,0,h_acc,0,v_acc,0,vel_acc,0,hdg_acc,0,,sig ,Len,38
2018-07-12T12:59:45.984,FE,1A, 0, 0,C1, 1, 1,    3E,mavlink_nav_controller_output_t,nav_roll,3.021202,nav_pitch,-1.162223,alt_error,-0.4193221,aspd_error,0,xtrack_error,0,nav_bearing,89,target_bearing,0,wp_dist,0,,sig ,Len,34
2018-07-12T12:59:46.002,FE,14, 0, 0,C2, 1, 1,    4A,mavlink_vfr_hud_t,airspeed,0,groundspeed,0.05112714,alt,0.41,climb,0.21,heading,89,throttle,0,,sig ,Len,28
2018-07-12T12:59:46.002,FE,1C, 0, 0,C3, 1, 1,    A3,mavlink_ahrs_t,omegaIx,0.001160392,omegaIy,0.0005756434,omegaIz,-0.0009376425,accel_weight,0,renorm_val,0,error_rp,0.008568907,error_yaw,0.003011622,,sig ,Len,36
2018-07-12T12:59:46.002,FE, 3, 0, 0,C4, 1, 1,    A5,mavlink_hwstatus_t,Vcc,5101,I2Cerr,0,,sig ,Len,11
2018-07-12T12:59:46.002,FE, C, 0, 0,C5, 1, 1,     2,mavlink_system_time_t,time_unix_usec,315964816087000,time_boot_ms,34267,,sig ,Len,20
2018-07-12T12:59:46.077,FE, 9, 0, 0,29,FF,BE,     0,mavlink_heartbeat_t,custom_mode,0,type,6,autopilot,8,base_mode,0,system_status,0,mavlink_version,3,,sig ,Len,17
2018-07-12T12:59:46.130,FE,16, 0, 0,C6, 1, 1,    C1,mavlink_ekf_status_report_t,velocity_variance,0,pos_horiz_variance,0.009136291,pos_vert_variance,0.03400766,compass_variance,0.004517242,terrain_alt_variance,0.05128209,flags,229,,sig ,Len,30
2018-07-12T12:59:46.146,FE,20, 0, 0,C7, 1, 1,    F1,mavlink_vibration_t,time_usec,34268112,vibration_x,0.02605931,vibration_y,0.04708882,vibration_z,0.03589734,clipping_0,0,clipping_1,0,clipping_2,0,,sig ,Len,40
2018-07-12T12:59:46.162,FE, 9, 0, 0,E1,33,44,    A6,mavlink_radio_t,rxerrors,915,fixed,666,rssi,170,remrssi,176,txbuf,100,noise,37,remnoise,32,,sig ,Len,17
2018-07-12T12:59:46.163,FE, 9, 0, 0,E1,33,44,    6D,mavlink_radio_status_t,rxerrors,915,fixed,666,rssi,170,remrssi,176,txbuf,100,noise,37,remnoise,32,,sig ,Len,17
2018-07-12T12:59:46.258,FE,1C, 0, 0,C8, 1, 1,    21,mavlink_global_position_int_t,time_boot_ms,34567,lat,0,lon,0,alt,420,relative_alt,420,vx,4,vy,1,vz,21,hdg,8981,,sig ,Len,36
2018-07-12T12:59:46.274,FE,15, 0, 0,C9, 1, 1,    24,mavlink_servo_output_raw_t,time_usec,34567436,servo1_raw,1100,servo2_raw,1100,servo3_raw,1100,servo4_raw,1100,servo5_raw,0,servo6_raw,0,servo7_raw,0,servo8_raw,0,port,0,servo9_raw,0,servo10_raw,0,servo11_raw,0,servo12_raw,0,servo13_raw,0,servo14_raw,0,servo15_raw,0,servo16_raw,0,,sig ,Len,29
2018-07-12T12:59:46.370,FE,16, 0, 0,CA, 1, 1,    23,mavlink_rc_channels_raw_t,time_boot_ms,34567,chan1_raw,1488,chan2_raw,1505,chan3_raw,995,chan4_raw,1886,chan5_raw,1147,chan6_raw,992,chan7_raw,2016,chan8_raw,1504,port,0,rssi,0,,sig ,Len,30
2018-07-12T12:59:46.386,FE,2A, 0, 0,CB, 1, 1,    41,mavlink_rc_channels_t,time_boot_ms,34567,chan1_raw,1488,chan2_raw,1505,chan3_raw,995,chan4_raw,1886,chan5_raw,1147,chan6_raw,992,chan7_raw,2016,chan8_raw,1504,chan9_raw,0,chan10_raw,0,chan11_raw,0,chan12_raw,0,chan13_raw,0,chan14_raw,0,chan15_raw,0,chan16_raw,0,chan17_raw,0,chan18_raw,0,chancount,8,rssi,0,,sig ,Len,50
2018-07-12T12:59:46.494,FE,1C, 0, 0,CC, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,34567,roll,0.05273248,pitch,-0.02028498,yaw,1.567612,rollspeed,-0.002046236,pitchspeed,-0.00118619,yawspeed,0.001118916,,sig ,Len,36
2018-07-12T12:59:46.612,FE,18, 0, 0,CD, 1, 1,    B2,mavlink_ahrs2_t,roll,0.04978275,pitch,-0.02235389,yaw,1.573663,altitude,0,lat,0,lng,0,,sig ,Len,32
2018-07-12T12:59:46.612,FE,28, 0, 0,CE, 1, 1,    B6,mavlink_ahrs3_t,roll,0.05273248,pitch,-0.02028498,yaw,1.567612,altitude,0,lat,0,lng,0,v1,0,v2,0,v3,0,v4,0,,sig ,Len,48
2018-07-12T12:59:46.654,FE,1A, 0, 0,CF, 1, 1,    1B,mavlink_raw_imu_t,time_usec,34807452,xacc,-19,yacc,-56,zacc,-950,xgyro,-1,ygyro,0,zgyro,0,xmag,4,ymag,-184,zmag,204,,sig ,Len,34
2018-07-12T12:59:46.654,FE,16, 0, 0,D0, 1, 1,    74,mavlink_scaled_imu2_t,time_boot_ms,34807,xacc,8,yacc,35,zacc,-870,xgyro,-3,ygyro,-4,zgyro,0,xmag,-176,ymag,-236,zmag,318,,sig ,Len,30
2018-07-12T12:59:46.654,FE, E, 0, 0,D1, 1, 1,    1D,mavlink_scaled_pressure_t,time_boot_ms,34807,press_abs,985.5037,press_diff,-0.001015625,temperature,3061,,sig ,Len,22
2018-07-12T12:59:46.670,FE,1F, 0, 0,D2, 1, 1,     1,mavlink_sys_status_t,onboard_control_sensors_present,23199087,onboard_control_sensors_enabled,56728943,onboard_control_sensors_health,23198767,load,401,voltage_battery,0,current_battery,-1,drop_rate_comm,0,errors_comm,0,errors_count1,0,errors_count2,0,errors_count3,0,errors_count4,0,battery_remaining,255,,sig ,Len,39
2018-07-12T12:59:46.698,FE, 6, 0, 0,D3, 1, 1,    7D,mavlink_power_status_t,Vcc,4983,Vservo,26,flags,1,,sig ,Len,14
2018-07-12T12:59:46.698,FE, 4, 0, 0,D4, 1, 1,    98,mavlink_meminfo_t,brkval,0,freemem,43712,freemem32,0,,sig ,Len,12
2018-07-12T12:59:46.698,FE, 2, 0, 0,D5, 1, 1,    2A,mavlink_mission_current_t,seq,0,,sig ,Len,10
2018-07-12T12:59:46.698,FE,1E, 0, 0,D6, 1, 1,    18,mavlink_gps_raw_int_t,time_usec,0,lat,0,lon,0,alt,-17000,eph,9999,epv,9999,vel,0,cog,0,fix_type,1,satellites_visible,0,alt_ellipsoid,0,h_acc,0,v_acc,0,vel_acc,0,hdg_acc,0,,sig ,Len,38
2018-07-12T12:59:46.729,FE,1A, 0, 0,D7, 1, 1,    3E,mavlink_nav_controller_output_t,nav_roll,3.023665,nav_pitch,-1.160834,alt_error,-0.4360247,aspd_error,0,xtrack_error,0,nav_bearing,89,target_bearing,0,wp_dist,0,,sig ,Len,34
2018-07-12T12:59:46.729,FE,14, 0, 0,D8, 1, 1,    4A,mavlink_vfr_hud_t,airspeed,0,groundspeed,0.05105814,alt,0.43,climb,0.22,heading,89,throttle,0,,sig ,Len,28
2018-07-12T12:59:46.856,FE,1C, 0, 0,D9, 1, 1,    A3,mavlink_ahrs_t,omegaIx,0.001181718,omegaIy,0.0005820431,omegaIz,-0.0009457817,accel_weight,0,renorm_val,0,error_rp,0.008826938,error_yaw,0.004827581,,sig ,Len,36
2018-07-12T12:59:46.856,FE, 3, 0, 0,DA, 1, 1,    A5,mavlink_hwstatus_t,Vcc,4983,I2Cerr,0,,sig ,Len,11
2018-07-12T12:59:46.856,FE, C, 0, 0,DB, 1, 1,     2,mavlink_system_time_t,time_unix_usec,315964816627000,time_boot_ms,34807,,sig ,Len,20
2018-07-12T12:59:46.856,FE,16, 0, 0,DC, 1, 1,    C1,mavlink_ekf_status_report_t,velocity_variance,0,pos_horiz_variance,0.009197994,pos_vert_variance,0.04153858,compass_variance,0.01265065,terrain_alt_variance,0.04860214,flags,229,,sig ,Len,30
2018-07-12T12:59:46.898,FE,20, 0, 0,DD, 1, 1,    F1,mavlink_vibration_t,time_usec,34808035,vibration_x,0.02493839,vibration_y,0.03375857,vibration_z,0.03930465,clipping_0,0,clipping_1,0,clipping_2,0,,sig ,Len,40
2018-07-12T12:59:46.898,FE,1C, 0, 0,DE, 1, 1,    1E,mavlink_attitude_t,time_boot_ms,34847,roll,0.05277837,pitch,-0.02023697,yaw,1.567619,rollspeed,-0.00163879,pitchspeed,-0.0003978405,yawspeed,0.001109442,,sig ,Len,36
2018-07-12T12:59:46.898,FE,18, 0, 0,DF, 1, 1,    B2,mavlink_ahrs2_t,roll,0.04959799,pitch,-0.02220326,yaw,1.573759,altitude,0,lat,0,lng,0,,sig ,Len,32
2018-07-12T12:59:46.925,FE,28, 0, 0,E0, 1, 1,    B6,mavlink_ahrs3_t,roll,0.05277837,pitch,-0.02023697,yaw,1.567619,altitude,0,lat,0,lng,0,v1,0,v2,0,v3,0,v4,0,,sig ,Len,48
2018-07-12T12:59:46.925,FE, 9, 0, 0,E1, 1, 1,     0,mavlink_heartbeat_t,custom_mode,0,type,2,autopilot,3,base_mode,81,system_status,3,mavlink_version,3,,sig ,Len,17
2018-07-12T12:59:46.925,FE,33, 0, 0,2A,FF,BE,    FD,mavlink_statustext_t,severity,6,text,Mission Planner 1.0.0.0,,sig ,Len,59
2018-07-12T12:59:46.925,FD,18, 1, 0,2B,FF,BE,    FD,mavlink_statustext_t,severity,6,text,Mission Planner 1.0.0.0,,sig MctWQ3AgCtn7IwES3A==,Len,49
2018-07-12T12:59:46.926,FE,14, 0, 0,E2, 1, 1,    4A,mavlink_vfr_hud_t,airspeed,0,groundspeed,0.05106295,alt,0.44,climb,0.22,heading,89,throttle,0,,sig ,Len,28
2018-07-12T12:59:46.966,FE,1C, 0, 0,E3, 1, 1,    21,mavlink_global_position_int_t,time_boot_ms,35107,lat,0,lon,0,alt,440,relative_alt,440,vx,4,vy,2,vz,22,hdg,8981,,sig ,Len,36
2018-07-12T12:59:46.966,FE,15, 0, 0,E4, 1, 1,    24,mavlink_servo_output_raw_t,time_usec,35107438,servo1_raw,1100,servo2_raw,1100,servo3_raw,1100,servo4_raw,1100,servo5_raw,0,servo6_raw,0,servo7_raw,0,servo8_raw,0,port,0,servo9_raw,0,servo10_raw,0,servo11_raw,0,servo12_raw,0,servo13_raw,0,servo14_raw,0,servo15_raw,0,servo16_raw,0,,sig ,Len,29
2018-07-12T12:59:47.002,FE, 9, 0, 0,2C,FF,BE,     0,mavlink_heartbeat_t,custom_mode,0,type,6,autopilot,8,base_mode,0,system_status,0,mavlink_version,3,,sig ,Len,17
